Price,Kilometers_Driven,Fuel_Type,Transmission,City_of_Listing,Brand,Model,Vehicle_Age,Market_Segment
550000,29391,petrol,manual,gurgaon,honda,honda amaze,10,sedan
1050000,30474,petrol,manual,gurgaon,hyundai,hyundai creta,7,suv
395000,23000,petrol,manual,gurgaon,hyundai,hyundai i10,13,hatchback
400000,13239,petrol,manual,gurgaon,maruti,maruti celerio,4,hatchback
689000,42329,petrol,manual,gurgaon,maruti,maruti baleno,5,hatchback
513623,69781,diesel,manual,gurgaon,tata,tata safari storme,12,suv
1600000,19523,petrol,manual,gurgaon,mg,mg hector,6,suv
335000,108708,petrol,manual,gurgaon,hyundai,hyundai verna,13,sedan
230000,67885,petrol,manual,gurgaon,hyundai,hyundai eon,13,hatchback
600000,16882,petrol,automatic,gurgaon,maruti,maruti swift,8,hatchback
130000,136986,petrol,manual,gurgaon,hyundai,hyundai i10,17,hatchback
120000,130161,diesel,manual,gurgaon,chevrolet,chevrolet beat,13,hatchback
342657,63191,petrol,manual,gurgaon,maruti,maruti swift dzire,12,sedan
200000,113031,petrol,manual,gurgaon,renault,renault kwid,10,hatchback
260000,82545,petrol,manual,gurgaon,honda,honda city,17,sedan
600000,69496,diesel,automatic,gurgaon,hyundai,hyundai verna,11,sedan
350000,87696,diesel,Fmanual,gurgaon,maruti,maruti swift,13,hatchback
375000,61248,petrol,manual,gurgaon,honda,honda amaze,10,sedan
320000,82053,diesel,manual,gurgaon,nissan,nissan terrano,12,suv
631000,49867,petrol,automatic,gurgaon,maruti,maruti swift dzire,8,sedan
900000,78098,diesel,manual,gurgaon,mahindra,mahindra xuv500,11,suv
1200000,47791,petrol,manual,gurgaon,mahindra,mahindra thar,5,suv
400000,65218,diesel,manual,gurgaon,maruti,maruti swift dzire,11,sedan
1400000,82475,diesel,manual,gurgaon,mg,mg hector,7,suv
200000,199136,petrol,manual,gurgaon,maruti,maruti swift,18,hatchback
200000,93996,petrol,manual,gurgaon,hyundai,hyundai i10,14,hatchback
1100000,63094,petrol,automatic,gurgaon,skoda,skoda octavia,10,sedan
440000,43032,petrol,automatic,gurgaon,maruti,maruti wagon r,8,hatchback
2290000,66000,diesel,automatic,gurgaon,audi,audi q7,11,suv
525000,46000,petrol,manual,gurgaon,maruti,maruti swift dzire,8,sedan
483000,31747,petrol,manual,gurgaon,nissan,magnite xv executive,4,suv
6000000,2953,petrol,automatic,gurgaon,mercedes-benz,mercedes-benz glc,4,suv
220624,121231,diesel,manual,gurgaon,hyundai,hyundai grand i10,13,hatchback
141838,19521,petrol,manual,gurgaon,hyundai,hyundai santro xing,17,hatchback
549000,41255,petrol,manual,gurgaon,maruti,maruti baleno,10,hatchback
550000,29224,petrol,manual,gurgaon,hyundai,hyundai i20,8,hatchback
370000,53029,diesel,manual,gurgaon,mahindra,mahindra nuvosport,10,suv
1100000,13503,petrol,automatic,gurgaon,hyundai,hyundai venue,5,suv
300000,80725,petrol,manual,gurgaon,maruti,maruti swift dzire,13,sedan
240000,116961,petrol,manual,gurgaon,hyundai,hyundai i20,13,hatchback
240000,47557,petrol,manual,gurgaon,maruti,maruti wagon r,16,hatchback
230000,122546,petrol,manual,gurgaon,hyundai,hyundai i20,15,hatchback
910209,52748,diesel,manual,gurgaon,hyundai,hyundai creta,9,suv
950000,96260,diesel,manual,gurgaon,mahindra,mahindra scorpio,10,suv
1400000,49787,petrol,automatic,gurgaon,mini,mini cooper,14,hatchback
116550,150188,petrol,manual,gurgaon,maruti,maruti sx4,18,sedan
700000,74026,diesel,manual,gurgaon,mahindra,mahindra scorpio,12,suv
1707664,44234,petrol,automatic,gurgaon,mg,mg hector plus,4,suv
1105000,34971,petrol,manual,gurgaon,skoda,skoda rapid,5,sedan
300000,69689,diesel,manual,gurgaon,hyundai,hyundai xcent,12,sedan
950000,202480,diesel,automatic,gurgaon,toyota,toyota fortuner,13,suv
400000,81107,petrol,manual,gurgaon,maruti,maruti swift,10,hatchback
175000,32669,petrol,manual,gurgaon,hyundai,hyundai i10,14,hatchback
95015,56669,petrol,manual,gurgaon,chevrolet,chevrolet aveo u-va,18,hatchback
173809,72508,petrol,automatic,gurgaon,honda,honda civic,18,sedan
450000,51506,petrol,manual,gurgaon,maruti,maruti baleno,10,hatchback
270000,103908,diesel,manual,gurgaon,maruti,maruti swift,13,hatchback
1200000,44246,petrol,automatic,gurgaon,honda,honda cr-v,11,suv
1850000,9755,diesel,manual,gurgaon,jeep,jeep compass,6,suv
824000,22888,petrol,manual,gurgaon,hyundai,hyundai grand i10 nios,4,hatchback
520000,73991,diesel,automatic,gurgaon,audi,audi a4,14,sedan
200000,61664,cng,manual,gurgaon,maruti,maruti alto 800,12,hatchback
1650000,28138,diesel,manual,gurgaon,tata,tata new safari,5,suv
520000,54017,cng,manual,gurgaon,maruti,maruti eeco,5,minivans
1500000,40000,diesel,automatic,gurgaon,tata,harrier xma at,4,suv
166103,101353,petrol,manual,gurgaon,hyundai,hyundai i10,17,hatchback
850000,133384,diesel,manual,gurgaon,mahindra,mahindra xuv500,11,suv
250000,49598,petrol,manual,gurgaon,maruti,maruti alto k10,11,hatchback
1000000,9582,petrol,automatic,gurgaon,maruti,maruti ertiga,6,muv
537875,39740,electric,automatic,gurgaon,mahindra,mahindra e verito,7,sedan
1000000,65378,diesel,manual,gurgaon,mahindra,mahindra xuv500,8,suv
300000,144755,diesel,manual,gurgaon,maruti,maruti swift,12,hatchback
180000,71428,petrol,manual,gurgaon,maruti,maruti a-star,15,hatchback
207118,101386,petrol,manual,gurgaon,honda,honda city,17,sedan
340000,128769,cng,manual,gurgaon,maruti,maruti wagon r,9,hatchback
250000,83619,petrol,manual,gurgaon,maruti,maruti wagon r,13,hatchback
1500000,21607,diesel,manual,gurgaon,mahindra,mahindra thar,5,suv
630000,54460,petrol,manual,gurgaon,maruti,maruti ciaz,9,sedan
400000,105115,diesel,manual,gurgaon,honda,honda amaze,11,sedan
850000,80000,diesel,manual,gurgaon,toyota,toyota innova,13,muv
475000,153177,diesel,manual,gurgaon,maruti,maruti ciaz,10,sedan
450000,86357,diesel,manual,gurgaon,maruti,maruti ciaz,10,sedan
135000,82516,petrol,manual,gurgaon,hyundai,hyundai i10,16,hatchback
122368,64934,petrol,manual,gurgaon,chevrolet,chevrolet spark,15,hatchback
486045,10611,petrol,manual,gurgaon,maruti,maruti swift,5,hatchback
800000,55389,diesel,manual,gurgaon,mahindra,mahindra xuv300,7,suv
425000,33018,petrol,manual,gurgaon,hyundai,hyundai grand i10,8,hatchback
1371000,65617,petrol,automatic,gurgaon,toyota,toyota corolla altis,8,sedan
500000,56745,diesel,manual,gurgaon,mahindra,mahindra tuv 300,8,suv
575000,29007,petrol,manual,gurgaon,maruti,maruti baleno,6,hatchback
332647,42419,petrol,manual,gurgaon,maruti,maruti eeco,8,minivans
350000,132777,petrol,manual,gurgaon,maruti,maruti ciaz,11,sedan
1967447,10139,petrol,automatic,gurgaon,hyundai,hyundai alcazar,5,suv
250000,86970,diesel,manual,gurgaon,hyundai,hyundai xcent,12,sedan
2100000,29496,diesel,manual,gurgaon,toyota,toyota innova crysta,5,muv
900000,20099,petrol,automatic,gurgaon,honda,honda city,6,sedan
500000,44665,petrol,manual,gurgaon,hyundai,hyundai grand i10,9,hatchback
257062,82286,diesel,manual,gurgaon,honda,honda amaze,13,sedan
150000,68950,petrol,manual,gurgaon,hyundai,hyundai i10,17,hatchback
1100000,105858,diesel,manual,gurgaon,mahindra ssangyong,mahindra ssangyong rexton,12,suv
425000,97366,diesel,manual,gurgaon,maruti,maruti swift dzire,11,sedan
125000,116144,petrol,manual,gurgaon,hyundai,hyundai accent,15,sedan
642000,20458,petrol,manual,gurgaon,maruti,maruti baleno,8,hatchback
300000,151369,diesel,manual,gurgaon,honda,honda city,12,sedan
185711,76031,petrol,manual,gurgaon,maruti,maruti alto 800,13,hatchback
325000,136794,diesel,manual,gurgaon,mahindra,mahindra scorpio,12,suv
263866,66022,diesel,manual,gurgaon,hyundai,hyundai grand i10,13,hatchback
878000,15969,diesel,automatic,gurgaon,maruti,maruti vitara brezza,8,suv
463000,84696,petrol,automatic,gurgaon,honda,honda jazz,11,hatchback
1200000,77559,diesel,automatic,gurgaon,bmw,bmw 5 series,12,sedan
275000,113896,diesel,manual,gurgaon,hyundai,hyundai grand i10,12,hatchback
857596,37377,petrol,automatic,gurgaon,maruti,maruti ertiga,7,muv
200000,141870,petrol,manual,gurgaon,nissan,nissan sunny,14,sedan
220000,35455,petrol,manual,gurgaon,hyundai,hyundai eon,10,hatchback
300000,85798,petrol,manual,gurgaon,maruti,maruti celerio,11,hatchback
650000,75000,diesel,manual,gurgaon,maruti,maruti vitara brezza,10,suv
750000,25215,petrol,manual,gurgaon,maruti,maruti ciaz,7,sedan
500000,65395,diesel,manual,gurgaon,maruti,maruti ciaz,10,sedan
850000,32414,petrol,manual,gurgaon,tata,tata nexon,5,suv
3023417,118156,diesel,automatic,gurgaon,mercedes-benz,mercedes-benz gle,9,suv
1071000,9646,diesel,manual,gurgaon,mahindra,mahindra bolero neo,4,suv
975000,176159,diesel,automatic,gurgaon,audi,audi q3,12,suv
450000,41576,diesel,manual,gurgaon,honda,honda city,12,sedan
324336,51751,petrol,manual,gurgaon,maruti,maruti celerio,10,hatchback
493407,106558,petrol,manual,gurgaon,hyundai,hyundai verna,10,sedan
550000,29028,petrol,manual,gurgaon,maruti,maruti baleno,9,hatchback
594592,124682,diesel,manual,gurgaon,maruti,maruti ciaz s,9,sedan
200000,59464,petrol,manual,gurgaon,maruti,maruti sx4,15,sedan
1000000,34413,diesel,automatic,gurgaon,tata,tata nexon,6,suv
200000,68588,cng,manual,gurgaon,maruti,maruti wagon r,13,hatchback
790000,53681,diesel,automatic,gurgaon,maruti,maruti vitara brezza,7,suv
1400000,51056,diesel,automatic,gurgaon,jaguar,jaguar xf,12,sedan
500000,94470,diesel,manual,gurgaon,hyundai,hyundai i20,11,hatchback
1850000,36904,diesel,manual,gurgaon,mg,mg hector plus,5,suv
110577,58880,petrol,manual,gurgaon,hyundai,hyundai santro xing,18,hatchback
600000,56471,petrol,manual,gurgaon,honda,honda br-v,10,suv
1900000,11797,diesel,manual,gurgaon,tata,tata harrier,4,suv
697638,14143,petrol,manual,gurgaon,honda,honda wr-v,9,suv
146207,90462,petrol,manual,gurgaon,hyundai,hyundai eon,14,hatchback
270849,83836,diesel,manual,gurgaon,hyundai,hyundai i20,14,hatchback
200000,104166,petrol,automatic,gurgaon,honda,honda civic,17,sedan
900000,135230,diesel,manual,gurgaon,hyundai,hyundai creta,9,suv
280000,118665,petrol,manual,gurgaon,hyundai,hyundai verna,15,sedan
351481,73443,diesel,manual,gurgaon,maruti,maruti swift,12,hatchback
235970,99983,diesel,manual,gurgaon,honda,honda amaze,13,sedan
519000,27485,petrol,manual,gurgaon,maruti,maruti ignis,7,hatchback
126725,129240,petrol,manual,gurgaon,honda,honda civic,19,sedan
1864554,57099,petrol,automatic,gurgaon,mercedes-benz,mercedes-benz cla,10,sedan
554788,76059,diesel,manual,gurgaon,nissan,nissan terrano,10,suv
655737,39790,petrol,manual,gurgaon,honda,honda amaze,8,sedan
850000,24880,petrol,automatic,gurgaon,honda,honda jazz,7,hatchback
1400000,46327,diesel,automatic,gurgaon,audi,audi a4,11,sedan
950000,44862,diesel,manual,gurgaon,hyundai,hyundai verna,7,sedan
1543599,39680,petrol,automatic,gurgaon,kia,kia seltos,7,suv
250000,33847,petrol,manual,gurgaon,hyundai,hyundai i10,13,hatchback
132902,83422,petrol,manual,gurgaon,skoda,skoda fabia,14,hatchback
1508000,90486,petrol,automatic,gurgaon,skoda,skoda octavia,8,sedan
1200000,44234,petrol,automatic,gurgaon,jeep,jeep compass,9,suv
463000,25012,petrol,manual,gurgaon,hyundai,hyundai santro,7,hatchback
746415,17243,diesel,manual,gurgaon,honda,honda city,9,sedan
225000,32429,petrol,manual,gurgaon,datsun,datsun redigo,9,hatchback
1550000,17900,petrol,automatic,gurgaon,mahindra,mahindra thar,5,suv
260000,108918,diesel,manual,gurgaon,hyundai,hyundai grand i10,12,hatchback
110000,94034,petrol,manual,gurgaon,chevrolet,chevrolet beat,16,hatchback
300000,81548,petrol,manual,gurgaon,hyundai,hyundai i10,17,hatchback
830000,23015,diesel,automatic,gurgaon,mercedes-benz,mercedes-benz c-class,13,sedan
709772,80468,diesel,manual,gurgaon,maruti,maruti vitara brezza,8,suv
800000,44680,diesel,manual,gurgaon,mahindra,mahindra scorpio,10,suv
192952,102852,diesel,manual,gurgaon,renault,renault scala,13,sedan
1500000,10589,petrol,automatic,gurgaon,mg,mg hector,6,suv
168106,51426,petrol,manual,gurgaon,honda,honda city,18,sedan
405763,75472,petrol,manual,gurgaon,maruti,maruti swift dzire,9,sedan
917595,5579,petrol,manual,gurgaon,maruti,maruti ciaz,5,sedan
493570,92945,diesel,manual,gurgaon,hyundai,hyundai verna,11,sedan
619842,71081,petrol,manual,gurgaon,maruti,maruti ciaz,9,sedan
700000,24661,petrol,automatic,gurgaon,hyundai,hyundai i20,7,hatchback
700000,19011,petrol,manual,gurgaon,honda,honda city,9,sedan
299000,25915,petrol,manual,gurgaon,maruti,maruti alto 800,10,hatchback
650000,84435,diesel,manual,gurgaon,mahindra,mahindra xuv500,10,suv
323835,116462,petrol,automatic,gurgaon,honda,honda city,14,sedan
502941,33351,petrol,manual,gurgaon,maruti,maruti baleno,9,hatchback
500000,41133,electric,automatic,gurgaon,mahindra,mahindra e verito,7,sedan
1000000,94321,diesel,automatic,gurgaon,audi,audi q5,13,suv
534564,90850,diesel,manual,gurgaon,hyundai,hyundai verna,11,sedan
405000,47776,petrol,manual,gurgaon,hyundai,hyundai grand i10,12,hatchback
840000,85542,petrol,manual,gurgaon,honda,honda city,7,sedan
800000,11312,petrol,manual,gurgaon,maruti,maruti baleno,5,hatchback
1273000,55218,diesel,automatic,gurgaon,mahindra,mahindra xuv500,8,suv
141850,15127,petrol,manual,gurgaon,chevrolet,chevrolet sail hatchback,12,hatchback
2100000,38531,diesel,automatic,gurgaon,audi,audi a6,11,sedan
425000,29802,petrol,manual,gurgaon,maruti,maruti wagon r,6,hatchback
259567,93733,diesel,manual,gurgaon,honda,honda amaze,13,sedan
175000,193245,petrol,manual,gurgaon,hyundai,hyundai i10,15,hatchback
326826,97695,petrol,manual,gurgaon,maruti,maruti swift dzire,12,sedan
375000,64503,diesel,manual,gurgaon,ford,ford aspire,9,sedan
940000,31091,petrol,automatic,gurgaon,maruti,maruti ciaz,7,sedan
330000,74767,cng,manual,gurgaon,maruti,maruti wagon r,10,hatchback
97442,75236,petrol,manual,gurgaon,maruti,maruti alto,14,hatchback
900000,10000,petrol,automatic,gurgaon,tata,nexon creative amt,2,suv
583412,16093,petrol,manual,gurgaon,maruti,maruti baleno,7,hatchback
557000,26741,petrol,manual,gurgaon,renault,kiger rxt,4,suv
192226,121014,petrol,manual,gurgaon,nissan,nissan sunny,14,sedan
525000,73715,diesel,manual,gurgaon,maruti,maruti ciaz,11,sedan
1500000,83781,diesel,automatic,gurgaon,audi,audi a4,11,sedan
600000,30087,cng,manual,gurgaon,maruti,maruti ertiga,10,muv
217605,65688,petrol,manual,gurgaon,datsun,datsun redigo,9,hatchback
239015,34979,diesel,manual,gurgaon,mahindra,mahindra kuv 100,10,suv
246781,14190,petrol,manual,gurgaon,hyundai,hyundai santro xing,12,hatchback
520000,81000,petrol,manual,gurgaon,hyundai,hyundai i20,9,hatchback
316968,81162,petrol,manual,gurgaon,hyundai,hyundai verna,15,sedan
200000,94154,petrol,manual,gurgaon,maruti,maruti swift,14,hatchback
5500000,34374,diesel,automatic,gurgaon,jaguar,jaguar xj,8,sedan
195000,33453,petrol,manual,gurgaon,datsun,datsun redigo,8,hatchback
499870,56453,petrol,manual,gurgaon,maruti,maruti baleno,8,hatchback
1000000,10000,petrol,automatic,gurgaon,kia,kia sonet,5,suv
300000,99655,diesel,manual,gurgaon,maruti,maruti swift,11,hatchback
500000,24060,petrol,automatic,gurgaon,honda,honda jazz,11,hatchback
506074,15227,diesel,manual,gurgaon,maruti,maruti swift,9,hatchback
790000,22606,petrol,manual,gurgaon,tata,tata altroz,6,hatchback
400000,111701,diesel,manual,gurgaon,maruti,maruti baleno,10,hatchback
700000,61117,diesel,manual,gurgaon,mahindra,mahindra xuv500,11,suv
70000,92634,petrol,manual,gurgaon,maruti,maruti wagon r,18,hatchback
544000,10606,petrol,manual,gurgaon,maruti,maruti swift,6,hatchback
473083,66507,diesel,manual,gurgaon,maruti,maruti sx4 s cross,11,suv
723467,31223,diesel,manual,gurgaon,honda,honda wr-v,9,suv
300000,115816,diesel,manual,gurgaon,renault,renault duster,13,suv
480000,36105,petrol,manual,gurgaon,hyundai,hyundai grand i10,8,hatchback
906000,13144,petrol,manual,gurgaon,maruti,maruti baleno,5,hatchback
600000,37824,diesel,manual,gurgaon,maruti,maruti ciaz,9,sedan
1460000,8057,petrol,manual,gurgaon,kia,kia seltos,5,suv
645000,33000,petrol,automatic,gurgaon,honda,honda jazz,9,hatchback
450000,79919,petrol,manual,gurgaon,maruti,maruti wagon r,7,hatchback
933000,42237,petrol,automatic,gurgaon,hyundai,hyundai verna,9,sedan
1339000,15306,diesel,manual,gurgaon,kia,kia sonet,4,suv
577704,132961,diesel,manual,gurgaon,mahindra,mahindra xuv500,11,suv
596000,89418,petrol,automatic,gurgaon,ford,ford ecosport,11,suv
280000,58029,petrol,manual,gurgaon,maruti,maruti celerio,9,hatchback
1250000,20402,petrol,manual,gurgaon,hyundai,hyundai venue,6,suv
1300000,53479,diesel,automatic,gurgaon,audi,audi q7,14,suv
750000,127789,diesel,manual,gurgaon,tata,tata hexa,9,suv
350000,109040,petrol,manual,gurgaon,honda,honda amaze,13,sedan
427508,77148,diesel,manual,gurgaon,maruti,maruti swift,9,hatchback
622931,45710,petrol,manual,gurgaon,maruti,maruti baleno,6,hatchback
460000,116417,diesel,manual,gurgaon,maruti,maruti ciaz,11,sedan
249743,44134,petrol,manual,gurgaon,maruti,maruti alto 800,8,hatchback
650000,15383,petrol,manual,gurgaon,maruti,maruti baleno,6,hatchback
975000,93631,diesel,manual,gurgaon,mahindra,mahindra scorpio,9,suv
996000,33838,petrol,automatic,gurgaon,tata,tata nexon,7,suv
223000,35258,petrol,manual,gurgaon,renault,renault kwid,10,hatchback
450000,126456,diesel,automatic,gurgaon,mahindra,mahindra nuvosport,10,suv
350000,59335,diesel,manual,gurgaon,maruti,maruti swift,12,hatchback
133264,44994,petrol,manual,gurgaon,hyundai,hyundai santro xing,17,hatchback
728800,33537,cng,manual,gurgaon,hyundai,hyundai aura,5,sedan
270650,80960,petrol,manual,gurgaon,renault,renault kwid,8,hatchback
178148,95397,petrol,manual,gurgaon,hyundai,hyundai eon,12,hatchback
700000,48025,diesel,manual,gurgaon,mahindra,mahindra tuv 300,9,suv
850000,11582,petrol,manual,gurgaon,honda,honda wr-v,5,suv
500000,76454,petrol,manual,gurgaon,hyundai,hyundai i20,10,hatchback
827222,68419,diesel,automatic,gurgaon,mercedes-benz,mercedes-benz b class,13,hatchback
595000,37000,petrol,manual,gurgaon,toyota,toyota platinum etios,9,sedan
559247,97067,petrol,automatic,gurgaon,honda,honda city,11,sedan
948833,17500,petrol,automatic,gurgaon,hyundai,hyundai i20,5,hatchback
800000,37703,diesel,manual,gurgaon,maruti,maruti vitara brezza,7,suv
700000,34796,petrol,automatic,gurgaon,honda,honda amaze,7,sedan
445053,83327,petrol,manual,gurgaon,honda,honda jazz,11,hatchback
250000,72615,petrol,manual,gurgaon,hyundai,hyundai i10,11,hatchback
405243,43061,petrol,manual,gurgaon,hyundai,hyundai grand i10,9,hatchback
480000,85118,diesel,manual,gurgaon,renault,renault duster,11,suv
935947,52888,petrol,manual,gurgaon,hyundai,hyundai tucson,9,suv
202253,51488,petrol,manual,gurgaon,hindustan motors,ambassador,14,sedan
259641,80203,diesel,manual,gurgaon,hyundai,hyundai grand i10,13,hatchback
941000,39473,diesel,manual,gurgaon,hyundai,hyundai creta,8,suv
297893,77751,diesel,manual,gurgaon,hyundai,hyundai i20,13,hatchback
1031659,20689,petrol,automatic,gurgaon,hyundai,hyundai venue,5,suv
600000,73192,diesel,manual,gurgaon,maruti,maruti ciaz,9,sedan
366195,189815,diesel,manual,gurgaon,maruti,maruti ertiga,13,muv
229021,64125,petrol,manual,gurgaon,honda,honda brio,14,hatchback
413000,12540,petrol,manual,gurgaon,maruti,maruti alto 800,6,hatchback
1850000,23223,diesel,automatic,gurgaon,tata,tata new safari,5,suv
245000,49131,diesel,manual,gurgaon,hyundai,hyundai grand i10,12,hatchback
905000,82281,diesel,manual,gurgaon,hyundai,hyundai creta,7,suv
350000,89085,diesel,manual,gurgaon,maruti,maruti swift,11,hatchback
1400000,51657,petrol,automatic,gurgaon,mg,mg hector,7,suv
1126841,68022,diesel,automatic,gurgaon,audi,audi q3,13,suv
333641,52740,petrol,manual,gurgaon,honda,honda amaze,12,sedan
450000,30276,petrol,manual,gurgaon,maruti,maruti baleno,10,hatchback
560000,16776,diesel,manual,gurgaon,maruti,maruti ciaz,10,sedan
425000,92000,petrol,manual,gurgaon,hyundai,hyundai i20,12,hatchback
402000,20000,petrol,manual,gurgaon,maruti,maruti wagon r,8,hatchback
612000,3664,petrol,manual,gurgaon,maruti,maruti wagon r,4,hatchback
250000,96823,petrol,manual,gurgaon,hyundai,hyundai eon,9,hatchback
546757,58370,diesel,manual,gurgaon,maruti,maruti ciaz,11,sedan
1025000,111052,diesel,manual,gurgaon,hyundai,hyundai creta,6,suv
3000000,80000,diesel,automatic,gurgaon,bmw,bmw x5,11,suv
251877,44248,petrol,manual,gurgaon,hyundai,hyundai eon,11,hatchback
